Antecedent,Consequent,Support,Confidence,Lift,Count
Mastering Economics 10,Mastering Physics 3,0.001,0.125,13.9306,1
The Art of Physics 7,Mastering Philosophy 9,0.001,0.125,13.9306,1
Guide to Art 1,History of Physics 1,0.001,0.125,13.9306,1
The Art of History 10,The Art of Biology 6,0.001,0.125,13.9306,1
Fundamentals of Calculus 10,Advanced Music 8,0.001,0.125,13.9306,1
Guide to Art 1,Advanced Music 8,0.001,0.125,13.9306,1
Advanced Music 8,Fundamentals of Physics 5,0.001,0.1111,13.9306,1
Fundamentals of Chemistry 6,Fundamentals of Physics 5,0.001,0.1111,13.9306,1
Handbook of History 9,The Art of Economics 9,0.001,0.1111,13.9306,1
The Art of Art 8,Mastering Python 6,0.001,0.1111,13.9306,1
History of Physics 1,History of AI 7,0.001,0.1111,13.9306,1
Handbook of History 9,Fundamentals of Physics 9,0.001,0.1111,13.9306,1
Fundamentals of Machine Learning 5,The Art of Physics 7,0.001,0.1111,13.9306,1
Advanced Philosophy 2,History of AI 7,0.001,0.1111,13.9306,1
Mastering Physics 3,Mastering Economics 10,0.001,0.1111,13.9306,1
Mastering Philosophy 9,The Art of Physics 7,0.001,0.1111,13.9306,1
History of Physics 1,Guide to Art 1,0.001,0.1111,13.9306,1
The Art of Biology 6,The Art of History 10,0.001,0.1111,13.9306,1
Advanced Music 8,Fundamentals of Calculus 10,0.001,0.1111,13.9306,1
Advanced Music 8,Guide to Art 1,0.001,0.1111,13.9306,1
Guide to Biology 7,The Art of Art 9,0.001,0.0833,13.9306,1
Mastering History 2,History of History 10,0.001,0.0833,13.9306,1
Guide to Biology 7,Fundamentals of Chemistry 8,0.001,0.0833,13.9306,1
Guide to Biology 7,Handbook of Chemistry 6,0.001,0.0833,13.9306,1
Fundamentals of Java 1,Guide to AI 3,0.001,0.0833,13.9306,1
Fundamentals of Java 1,The Art of History 6,0.001,0.0833,13.9306,1
Fundamentals of Java 1,Mastering Philosophy 1,0.001,0.0833,13.9306,1
Guide to Biology 7,Fundamentals of Economics 7,0.001,0.0833,13.9306,1
Guide to Biology 7,Advanced Chemistry 10,0.001,0.0833,13.9306,1
Fundamentals of Python 1,Introduction to Machine Learning 7,0.001,0.1429,13.026,1
Fundamentals of Java 9,Mastering Biology 8,0.001,0.1429,13.026,1
Guide to AI 10,Handbook of Philosophy 10,0.001,0.1429,13.026,1
Advanced Java 3,Guide to Music 2,0.001,0.1429,13.026,1
Fundamentals of Java 7,Mastering AI 6,0.001,0.1429,13.026,1
History of History 2,Handbook of Chemistry 5,0.001,0.1429,13.026,1
The Art of Art 10,The Art of Calculus 3,0.001,0.1429,13.026,1
The Art of Python 5,Guide to Music 2,0.001,0.1429,13.026,1
Guide to AI 10,Guide to Physics 1,0.001,0.1429,13.026,1
Fundamentals of Java 7,The Art of Calculus 3,0.001,0.1429,13.026,1
History of Machine Learning 1,Handbook of Chemistry 5,0.001,0.1429,13.026,1
Guide to Java 4,Mastering Java 10,0.001,0.1429,13.026,1
Fundamentals of Python 1,Guide to Physics 1,0.001,0.1429,13.026,1
Mastering Chemistry 2,Mastering Biology 8,0.001,0.1429,13.026,1
Introduction to Machine Learning 7,Fundamentals of Python 1,0.001,0.0909,13.026,1
Mastering Biology 8,Fundamentals of Java 9,0.001,0.0909,13.026,1
Handbook of Philosophy 10,Guide to AI 10,0.001,0.0909,13.026,1
Guide to Music 2,Advanced Java 3,0.001,0.0909,13.026,1
Mastering AI 6,Fundamentals of Java 7,0.001,0.0909,13.026,1
Handbook of Chemistry 5,History of History 2,0.001,0.0909,13.026,1
The Art of Calculus 3,The Art of Art 10,0.001,0.0909,13.026,1
Guide to Music 2,The Art of Python 5,0.001,0.0909,13.026,1
Guide to Physics 1,Guide to AI 10,0.001,0.0909,13.026,1
The Art of Calculus 3,Fundamentals of Java 7,0.001,0.0909,13.026,1
Handbook of Chemistry 5,History of Machine Learning 1,0.001,0.0909,13.026,1
Mastering Java 10,Guide to Java 4,0.001,0.0909,13.026,1
Guide to Physics 1,Fundamentals of Python 1,0.001,0.0909,13.026,1
Mastering Biology 8,Mastering Chemistry 2,0.001,0.0909,13.026,1
Introduction to Java 8,The Art of Calculus 8,0.001,0.1667,12.859,1
The Art of Calculus 8,Introduction to Java 8,0.001,0.0769,12.859,1
The Art of Economics 9,Mastering Music 10,0.001,0.125,12.5375,1
Fundamentals of Calculus 10,Mastering Music 10,0.001,0.125,12.5375,1
History of Physics 6,Advanced Java 8,0.001,0.125,12.5375,1
The Art of History 10,Fundamentals of Chemistry 4,0.001,0.125,12.5375,1
Advanced Music 4,Advanced Chemistry 1,0.001,0.125,12.5375,1
The Art of History 9,Mastering Calculus 9,0.001,0.125,12.5375,1
Fundamentals of Physics 5,Fundamentals of Chemistry 7,0.001,0.125,12.5375,1
Guide to History 7,Advanced Calculus 8,0.001,0.125,12.5375,1
Handbook of Art 1,Mastering Music 10,0.001,0.125,12.5375,1
Handbook of Art 1,Advanced Chemistry 1,0.001,0.125,12.5375,1
Mastering Music 10,The Art of Economics 9,0.001,0.1,12.5375,1
Mastering Music 10,Fundamentals of Calculus 10,0.001,0.1,12.5375,1
Advanced Java 8,History of Physics 6,0.001,0.1,12.5375,1
Fundamentals of Chemistry 4,The Art of History 10,0.001,0.1,12.5375,1
Advanced Chemistry 1,Advanced Music 4,0.001,0.1,12.5375,1
Mastering Calculus 9,The Art of History 9,0.001,0.1,12.5375,1
Fundamentals of Chemistry 7,Fundamentals of Physics 5,0.001,0.1,12.5375,1
Advanced Calculus 8,Guide to History 7,0.001,0.1,12.5375,1
Mastering Music 10,Handbook of Art 1,0.001,0.1,12.5375,1
Advanced Chemistry 1,Handbook of Art 1,0.001,0.1,12.5375,1
Advanced Music 8,Fundamentals of Chemistry 6,0.001,0.1111,12.3827,1
Fundamentals of Chemistry 6,Advanced Music 8,0.001,0.1111,12.3827,1
Advanced Java 7,Advanced Machine Learning 1,0.001,0.1111,12.3827,1
Advanced Machine Learning 1,Advanced Java 7,0.001,0.1111,12.3827,1
Guide to AI 5,History of Physics 1,0.001,0.1111,12.3827,1
History of Physics 1,Guide to AI 5,0.001,0.1111,12.3827,1
Fundamentals of Machine Learning 5,The Art of Art 8,0.001,0.1111,12.3827,1
The Art of Art 8,Fundamentals of Machine Learning 5,0.001,0.1111,12.3827,1
Fundamentals of Chemistry 6,Handbook of History 9,0.001,0.1111,12.3827,1
Handbook of History 9,Fundamentals of Chemistry 6,0.001,0.1111,12.3827,1
Mastering Physics 3,The Art of Art 8,0.001,0.1111,12.3827,1
The Art of Art 8,Mastering Physics 3,0.001,0.1111,12.3827,1
Mastering Music 8,The Art of Biology 6,0.001,0.1111,12.3827,1
The Art of Biology 6,Mastering Music 8,0.001,0.1111,12.3827,1
Guide to Calculus 9,Introduction to Chemistry 5,0.001,0.1667,11.9405,1
Introduction to Physics 8,Fundamentals of Java 3,0.001,0.1667,11.9405,1
The Art of Art 9,The Art of History 5,0.001,0.1667,11.9405,1
Guide to AI 6,Fundamentals of Java 3,0.001,0.1667,11.9405,1
Introduction to History 10,The Art of History 5,0.001,0.1667,11.9405,1
The Art of Art 9,Advanced Java 1,0.001,0.1667,11.9405,1
Mastering History 8,History of History 7,0.001,0.1667,11.9405,1
Introduction to Java 8,History of History 7,0.001,0.1667,11.9405,1
Mastering Calculus 6,The Art of History 5,0.001,0.1667,11.9405,1
History of Music 7,History of History 7,0.001,0.1667,11.9405,1
History of Music 9,The Art of History 5,0.001,0.1667,11.9405,1
Mastering Art 9,Advanced Java 1,0.001,0.1667,11.9405,1
The Art of History 6,Introduction to Chemistry 5,0.001,0.1667,11.9405,1
Mastering Economics 7,Advanced Java 1,0.001,0.1667,11.9405,1
The Art of Economics 3,History of History 7,0.001,0.1667,11.9405,1
Guide to Calculus 9,History of History 7,0.001,0.1667,11.9405,1
Mastering Music 6,History of History 7,0.001,0.1667,11.9405,1
Advanced History 3,Fundamentals of Java 3,0.001,0.1667,11.9405,1
The Art of Calculus 1,History of History 7,0.001,0.1667,11.9405,1
Advanced History 3,The Art of History 5,0.001,0.1667,11.9405,1
Mastering Music 6,Fundamentals of Java 3,0.001,0.1667,11.9405,1
Advanced History 4,Fundamentals of Biology 4,0.001,0.1429,11.9405,1
Advanced Calculus 5,Mastering History 2,0.001,0.1429,11.9405,1
Handbook of Economics 2,Fundamentals of Java 1,0.001,0.1429,11.9405,1
Mastering Philosophy 4,Fundamentals of Java 1,0.001,0.1429,11.9405,1
History of Machine Learning 1,Guide to Biology 7,0.001,0.1429,11.9405,1
The Art of Java 2,Fundamentals of Java 1,0.001,0.1429,11.9405,1
Mastering Chemistry 2,Mastering History 2,0.001,0.1429,11.9405,1
History of History 2,Fundamentals of Biology 4,0.001,0.1429,11.9405,1
Fundamentals of Biology 4,Advanced History 4,0.001,0.0833,11.9405,1
Mastering History 2,Advanced Calculus 5,0.001,0.0833,11.9405,1
Fundamentals of Java 1,Handbook of Economics 2,0.001,0.0833,11.9405,1
Fundamentals of Java 1,Mastering Philosophy 4,0.001,0.0833,11.9405,1
Guide to Biology 7,History of Machine Learning 1,0.001,0.0833,11.9405,1
Fundamentals of Java 1,The Art of Java 2,0.001,0.0833,11.9405,1
Mastering History 2,Mastering Chemistry 2,0.001,0.0833,11.9405,1
Fundamentals of Biology 4,History of History 2,0.001,0.0833,11.9405,1
Introduction to Chemistry 5,Guide to Calculus 9,0.001,0.0714,11.9405,1
Fundamentals of Java 3,Introduction to Physics 8,0.001,0.0714,11.9405,1
The Art of History 5,The Art of Art 9,0.001,0.0714,11.9405,1
Fundamentals of Java 3,Guide to AI 6,0.001,0.0714,11.9405,1
The Art of History 5,Introduction to History 10,0.001,0.0714,11.9405,1
Advanced Java 1,The Art of Art 9,0.001,0.0714,11.9405,1
History of History 7,Mastering History 8,0.001,0.0714,11.9405,1
History of History 7,Introduction to Java 8,0.001,0.0714,11.9405,1
The Art of History 5,Mastering Calculus 6,0.001,0.0714,11.9405,1
History of History 7,History of Music 7,0.001,0.0714,11.9405,1
The Art of History 5,History of Music 9,0.001,0.0714,11.9405,1
Advanced Java 1,Mastering Art 9,0.001,0.0714,11.9405,1
Introduction to Chemistry 5,The Art of History 6,0.001,0.0714,11.9405,1
Advanced Java 1,Mastering Economics 7,0.001,0.0714,11.9405,1
History of History 7,The Art of Economics 3,0.001,0.0714,11.9405,1
History of History 7,Guide to Calculus 9,0.001,0.0714,11.9405,1
History of History 7,Mastering Music 6,0.001,0.0714,11.9405,1
Fundamentals of Java 3,Advanced History 3,0.001,0.0714,11.9405,1
History of History 7,The Art of Calculus 1,0.001,0.0714,11.9405,1
The Art of History 5,Advanced History 3,0.001,0.0714,11.9405,1
Fundamentals of Java 3,Mastering Music 6,0.001,0.0714,11.9405,1
Advanced Python 1,The Art of History 1,0.001,0.2,11.8,1
The Art of History 4,Introduction to Music 3,0.001,0.2,11.8,1
Advanced History 5,Advanced Chemistry 5,0.001,0.2,11.8,1
Advanced Chemistry 1,Advanced Physics 2,0.002,0.2,11.8,2
Introduction to Machine Learning 1,The Art of History 1,0.001,0.2,11.8,1
Handbook of Economics 3,The Art of History 1,0.001,0.2,11.8,1
Advanced Calculus 9,Introduction to Music 3,0.001,0.2,11.8,1
Introduction to Philosophy 1,Advanced Chemistry 5,0.001,0.2,11.8,1
The Art of Python 3,Advanced Chemistry 5,0.001,0.2,11.8,1
Advanced Calculus 6,Advanced Physics 2,0.001,0.2,11.8,1
Advanced Physics 2,Advanced Chemistry 1,0.002,0.1176,11.8,2
The Art of History 1,Advanced Python 1,0.001,0.0588,11.8,1
Introduction to Music 3,The Art of History 4,0.001,0.0588,11.8,1
Advanced Chemistry 5,Advanced History 5,0.001,0.0588,11.8,1
The Art of History 1,Introduction to Machine Learning 1,0.001,0.0588,11.8,1
The Art of History 1,Handbook of Economics 3,0.001,0.0588,11.8,1
Introduction to Music 3,Advanced Calculus 9,0.001,0.0588,11.8,1
Advanced Chemistry 5,Introduction to Philosophy 1,0.001,0.0588,11.8,1
Advanced Chemistry 5,The Art of Python 3,0.001,0.0588,11.8,1
Advanced Physics 2,Advanced Calculus 6,0.001,0.0588,11.8,1
Mastering Python 6,Introduction to Machine Learning 7,0.001,0.125,11.3977,1
The Art of History 10,Mastering Java 10,0.001,0.125,11.3977,1
Fundamentals of Physics 5,Handbook of Chemistry 5,0.001,0.125,11.3977,1
Introduction to Physics 3,Handbook of Philosophy 10,0.001,0.125,11.3977,1
Advanced Music 4,Introduction to Art 6,0.001,0.125,11.3977,1
The Art of Physics 7,Mastering Java 10,0.001,0.125,11.3977,1
Mastering Economics 10,Mastering AI 6,0.001,0.125,11.3977,1
Handbook of Art 1,Mastering Biology 8,0.001,0.125,11.3977,1
The Art of Economics 9,Handbook of Philosophy 10,0.001,0.125,11.3977,1
Fundamentals of Calculus 10,Mastering AI 6,0.001,0.125,11.3977,1
History of Calculus 8,Mastering AI 6,0.001,0.125,11.3977,1
Fundamentals of Calculus 10,Guide to Physics 1,0.001,0.125,11.3977,1
Fundamentals of Physics 9,The Art of Calculus 3,0.001,0.125,11.3977,1
Guide to History 7,Mastering AI 6,0.001,0.125,11.3977,1
Introduction to Machine Learning 7,Mastering Python 6,0.001,0.0909,11.3977,1
Mastering Java 10,The Art of History 10,0.001,0.0909,11.3977,1
Handbook of Chemistry 5,Fundamentals of Physics 5,0.001,0.0909,11.3977,1
Handbook of Philosophy 10,Introduction to Physics 3,0.001,0.0909,11.3977,1
Introduction to Art 6,Advanced Music 4,0.001,0.0909,11.3977,1
Mastering Java 10,The Art of Physics 7,0.001,0.0909,11.3977,1
Mastering AI 6,Mastering Economics 10,0.001,0.0909,11.3977,1
Mastering Biology 8,Handbook of Art 1,0.001,0.0909,11.3977,1
Handbook of Philosophy 10,The Art of Economics 9,0.001,0.0909,11.3977,1
Mastering AI 6,Fundamentals of Calculus 10,0.001,0.0909,11.3977,1
Mastering AI 6,History of Calculus 8,0.001,0.0909,11.3977,1
Guide to Physics 1,Fundamentals of Calculus 10,0.001,0.0909,11.3977,1
The Art of Calculus 3,Fundamentals of Physics 9,0.001,0.0909,11.3977,1
Mastering AI 6,Guide to History 7,0.001,0.0909,11.3977,1
The Art of Art 8,Mastering Music 10,0.001,0.1111,11.1444,1
Handbook of Economics 9,Mastering Calculus 9,0.001,0.1111,11.1444,1
Mastering Physics 3,Fundamentals of Chemistry 4,0.001,0.1111,11.1444,1
Mastering Music 8,Advanced Chemistry 1,0.001,0.1111,11.1444,1
History of Physics 1,Fundamentals of Chemistry 7,0.001,0.1111,11.1444,1
Advanced AI 1,Fundamentals of Chemistry 7,0.001,0.1111,11.1444,1
Advanced AI 1,Mastering Music 10,0.001,0.1111,11.1444,1
Handbook of History 9,Fundamentals of Chemistry 7,0.001,0.1111,11.1444,1
The Art of Art 8,Advanced Java 8,0.001,0.1111,11.1444,1
Mastering Music 10,The Art of Art 8,0.001,0.1,11.1444,1
Mastering Calculus 9,Handbook of Economics 9,0.001,0.1,11.1444,1
Fundamentals of Chemistry 4,Mastering Physics 3,0.001,0.1,11.1444,1
Advanced Chemistry 1,Mastering Music 8,0.001,0.1,11.1444,1
Fundamentals of Chemistry 7,History of Physics 1,0.001,0.1,11.1444,1
Fundamentals of Chemistry 7,Advanced AI 1,0.001,0.1,11.1444,1
Mastering Music 10,Advanced AI 1,0.001,0.1,11.1444,1
Fundamentals of Chemistry 7,Handbook of History 9,0.001,0.1,11.1444,1
Advanced Java 8,The Art of Art 8,0.001,0.1,11.1444,1
The Art of Art 10,The Art of Calculus 8,0.001,0.1429,11.022,1
Fundamentals of Java 9,The Art of Economics 8,0.001,0.1429,11.022,1
Guide to AI 10,The Art of Economics 8,0.001,0.1429,11.022,1
The Art of Calculus 8,The Art of Art 10,0.001,0.0769,11.022,1
The Art of Economics 8,Fundamentals of Java 9,0.001,0.0769,11.022,1
The Art of Economics 8,Guide to AI 10,0.001,0.0769,11.022,1
Introduction to Physics 3,Fundamentals of Java 1,0.001,0.125,10.4479,1
Mastering Java 8,Fundamentals of Java 1,0.001,0.125,10.4479,1
Guide to Art 1,Mastering History 2,0.001,0.125,10.4479,1
Fundamentals of Java 1,Introduction to Physics 3,0.001,0.0833,10.4479,1
Fundamentals of Java 1,Mastering Java 8,0.001,0.0833,10.4479,1
Mastering History 2,Guide to Art 1,0.001,0.0833,10.4479,1
The Art of Philosophy 9,Advanced Java 1,0.001,0.1429,10.2347,1
Advanced Java 3,The Art of History 5,0.001,0.1429,10.2347,1
Advanced Economics 9,Advanced Economics 7,0.001,0.1429,10.2347,1
Advanced Economics 7,Fundamentals of Java 3,0.002,0.1429,10.2347,2
Fundamentals of Java 3,Advanced Economics 7,0.002,0.1429,10.2347,2
History of Biology 3,Advanced Economics 7,0.001,0.1429,10.2347,1
Fundamentals of Python 1,Introduction to Chemistry 5,0.001,0.1429,10.2347,1
History of Philosophy 8,The Art of History 5,0.001,0.1429,10.2347,1
Advanced Java 1,The Art of Philosophy 9,0.001,0.0714,10.2347,1
The Art of History 5,Advanced Java 3,0.001,0.0714,10.2347,1
Advanced Economics 7,Advanced Economics 9,0.001,0.0714,10.2347,1
Advanced Economics 7,History of Biology 3,0.001,0.0714,10.2347,1
Introduction to Chemistry 5,Fundamentals of Python 1,0.001,0.0714,10.2347,1
The Art of History 5,History of Philosophy 8,0.001,0.0714,10.2347,1
Advanced Economics 5,The Art of Calculus 3,0.001,0.1111,10.1313,1
Mastering Music 8,Handbook of Chemistry 5,0.001,0.1111,10.1313,1
Advanced Economics 5,Mastering Biology 8,0.001,0.1111,10.1313,1
Handbook of Economics 9,Introduction to Art 6,0.001,0.1111,10.1313,1
Mastering Physics 3,Mastering Biology 8,0.001,0.1111,10.1313,1
Mastering Music 8,Introduction to Machine Learning 7,0.001,0.1111,10.1313,1
Handbook of History 9,Guide to Music 2,0.001,0.1111,10.1313,1
Handbook of History 9,Introduction to Art 6,0.001,0.1111,10.1313,1
Mastering Philosophy 9,The Art of Calculus 3,0.001,0.1111,10.1313,1
The Art of Calculus 3,Advanced Economics 5,0.001,0.0909,10.1313,1
Handbook of Chemistry 5,Mastering Music 8,0.001,0.0909,10.1313,1
Mastering Biology 8,Advanced Economics 5,0.001,0.0909,10.1313,1
Introduction to Art 6,Handbook of Economics 9,0.001,0.0909,10.1313,1
Mastering Biology 8,Mastering Physics 3,0.001,0.0909,10.1313,1
Introduction to Machine Learning 7,Mastering Music 8,0.001,0.0909,10.1313,1
Guide to Music 2,Handbook of History 9,0.001,0.0909,10.1313,1
Introduction to Art 6,Handbook of History 9,0.001,0.0909,10.1313,1
The Art of Calculus 3,Mastering Philosophy 9,0.001,0.0909,10.1313,1
Advanced Calculus 8,Mastering Music 10,0.001,0.1,10.03,1
Mastering Music 10,Advanced Calculus 8,0.001,0.1,10.03,1
Advanced Chemistry 10,Introduction to Music 3,0.001,0.1667,9.8333,1
Advanced Chemistry 10,The Art of History 1,0.001,0.1667,9.8333,1
Advanced History 3,Advanced Physics 2,0.001,0.1667,9.8333,1
The Art of Art 9,The Art of History 1,0.001,0.1667,9.8333,1
History of Machine Learning 8,The Art of History 1,0.001,0.1667,9.8333,1
Guide to AI 9,Advanced Physics 2,0.001,0.1667,9.8333,1
Mastering Java 3,The Art of History 1,0.001,0.1667,9.8333,1
History of Music 7,Introduction to Music 3,0.001,0.1667,9.8333,1
History of History 10,Introduction to Music 3,0.001,0.1667,9.8333,1
Mastering Philosophy 1,The Art of History 1,0.001,0.1667,9.8333,1
Introduction to Music 3,Advanced Chemistry 10,0.001,0.0588,9.8333,1
The Art of History 1,Advanced Chemistry 10,0.001,0.0588,9.8333,1
Advanced Physics 2,Advanced History 3,0.001,0.0588,9.8333,1
The Art of History 1,The Art of Art 9,0.001,0.0588,9.8333,1
The Art of History 1,History of Machine Learning 8,0.001,0.0588,9.8333,1
Advanced Physics 2,Guide to AI 9,0.001,0.0588,9.8333,1
The Art of History 1,Mastering Java 3,0.001,0.0588,9.8333,1
Introduction to Music 3,History of Music 7,0.001,0.0588,9.8333,1
Introduction to Music 3,History of History 10,0.001,0.0588,9.8333,1
The Art of History 1,Mastering Philosophy 1,0.001,0.0588,9.8333,1
Handbook of Biology 7,The Art of Economics 8,0.001,0.125,9.6442,1
Mastering Java 8,The Art of Economics 8,0.001,0.125,9.6442,1
The Art of Economics 8,Handbook of Biology 7,0.001,0.0769,9.6442,1
The Art of Economics 8,Mastering Java 8,0.001,0.0769,9.6442,1
Advanced Java 7,Guide to Biology 7,0.001,0.1111,9.287,1
Fundamentals of Chemistry 6,Fundamentals of Java 1,0.001,0.1111,9.287,1
Guide to AI 5,Guide to Biology 7,0.001,0.1111,9.287,1
Advanced Economics 5,Mastering History 2,0.001,0.1111,9.287,1
History of Physics 1,Fundamentals of Biology 4,0.001,0.1111,9.287,1
Guide to Biology 7,Advanced Java 7,0.001,0.0833,9.287,1
Fundamentals of Java 1,Fundamentals of Chemistry 6,0.001,0.0833,9.287,1
Guide to Biology 7,Guide to AI 5,0.001,0.0833,9.287,1
Mastering History 2,Advanced Economics 5,0.001,0.0833,9.287,1
Fundamentals of Biology 4,History of Physics 1,0.001,0.0833,9.287,1
Guide to Art 2,The Art of Calculus 3,0.001,0.1,9.1182,1
Fundamentals of Chemistry 9,Handbook of Chemistry 5,0.001,0.1,9.1182,1
Advanced Java 8,Guide to Music 2,0.001,0.1,9.1182,1
Mastering Calculus 9,Handbook of Chemistry 5,0.001,0.1,9.1182,1
Fundamentals of Chemistry 4,Mastering Java 10,0.001,0.1,9.1182,1
Advanced Calculus 8,Handbook of Chemistry 5,0.001,0.1,9.1182,1
Mastering Calculus 9,Mastering Java 10,0.001,0.1,9.1182,1
The Art of Calculus 3,Guide to Art 2,0.001,0.0909,9.1182,1
Handbook of Chemistry 5,Fundamentals of Chemistry 9,0.001,0.0909,9.1182,1
Guide to Music 2,Advanced Java 8,0.001,0.0909,9.1182,1
Handbook of Chemistry 5,Mastering Calculus 9,0.001,0.0909,9.1182,1
